Date,Open,High,Low,Close,Adj Close,Volume
2019-12-13,47.830002,47.990002,47.410000,47.990002,47.990002,1076700
2019-12-16,47.990002,47.990002,47.480000,47.509998,47.509998,1256100
2019-12-17,47.770000,47.950001,47.070000,47.299999,47.299999,1182900
2019-12-18,47.160000,50.470001,46.930000,49.680000,49.680000,3527500
2019-12-19,49.799999,50.020000,48.400002,48.750000,48.750000,2292300
2019-12-20,48.990002,49.119999,48.520000,48.520000,48.520000,1755700
2019-12-23,48.509998,49.849998,48.509998,49.849998,49.849998,868600
2019-12-26,50.000000,51.470001,49.740002,51.119999,51.119999,1468200
2019-12-27,51.490002,51.720001,50.610001,50.810001,50.810001,1002300
2019-12-30,50.820000,51.299999,50.619999,50.799999,50.799999,783000
2020-01-02,51.000000,52.330002,50.820000,52.000000,52.000000,1135700
2020-01-03,51.369999,52.919998,51.110001,52.299999,52.299999,1357500
2020-01-06,52.389999,52.630001,51.500000,51.860001,51.860001,1273600
2020-01-07,51.500000,52.220001,50.610001,51.970001,51.970001,1455500
2020-01-08,52.099998,52.240002,51.180000,51.450001,51.450001,891400
2020-01-09,51.450001,51.959999,51.150002,51.599998,51.599998,635100
2020-01-10,52.000000,52.730000,51.639999,52.369999,52.369999,822100
2020-01-13,52.389999,53.689999,52.389999,53.360001,53.360001,1193000
2020-01-14,53.570000,54.099998,53.040001,54.099998,54.099998,1233300
2020-01-15,54.099998,54.099998,53.320000,53.450001,53.450001,1670900
2020-01-16,53.500000,53.650002,52.709999,53.090000,53.090000,1268600
2020-01-17,53.119999,53.430000,52.730000,53.430000,53.430000,1572700
2020-01-20,53.430000,53.930000,53.250000,53.400002,53.400002,783800
2020-01-21,53.099998,54.230000,52.959999,53.599998,53.599998,1470000
2020-01-22,53.810001,54.330002,52.849998,53.610001,53.610001,1274300
2020-01-23,53.610001,53.630001,52.790001,53.599998,53.599998,966400
2020-01-24,53.810001,54.040001,53.250000,53.869999,53.869999,675700
2020-01-27,53.500000,53.619999,52.430000,52.820000,52.820000,829000
2020-01-28,53.029999,53.599998,52.540001,53.490002,53.490002,737900
2020-01-29,53.700001,53.820000,52.900002,53.020000,53.020000,845800
2020-01-30,52.820000,53.000000,51.360001,52.500000,52.500000,1004400
2020-01-31,52.480000,52.480000,51.310001,52.049999,52.049999,1742000
2020-02-03,52.130001,52.990002,51.759998,52.599998,52.599998,1147500
2020-02-04,53.360001,53.509998,52.500000,52.849998,52.849998,814700
2020-02-05,53.500000,53.650002,52.610001,52.799999,52.799999,1225100
2020-02-06,53.009998,53.650002,51.349998,51.810001,51.810001,1111000
2020-02-07,51.810001,51.820000,49.650002,50.320000,50.320000,4291800
2020-02-10,50.130001,50.680000,49.700001,49.930000,49.930000,1567700
2020-02-11,50.130001,50.869999,50.000000,50.869999,50.869999,2609000
2020-02-12,51.070000,52.139999,50.500000,50.799999,50.799999,3731900
2020-02-13,50.599998,50.869999,50.099998,50.349998,50.349998,797900
2020-02-14,50.349998,50.540001,49.810001,50.200001,50.200001,944700
2020-02-17,50.400002,50.869999,50.000000,50.599998,50.599998,841600
2020-02-18,50.610001,50.910000,49.990002,50.849998,50.849998,1549500
2020-02-19,50.740002,51.490002,50.389999,50.889999,50.889999,1409900
2020-02-20,50.540001,50.630001,49.240002,49.369999,49.369999,2139100
2020-02-21,49.090000,50.139999,48.599998,50.139999,50.139999,1680600
2020-02-26,null,null,null,null,null,null
2020-02-27,47.580002,47.759998,46.270000,46.400002,46.400002,2168900
2020-02-28,46.279999,47.650002,44.980000,47.529999,47.529999,3906600
2020-03-02,47.930000,48.720001,47.040001,48.500000,48.500000,3106300
2020-03-03,48.500000,50.000000,47.770000,48.529999,48.529999,1852700
2020-03-04,49.700001,50.880001,48.900002,50.799999,50.799999,2072100
2020-03-05,50.400002,50.439999,47.560001,48.799999,48.799999,1930500
2020-03-06,47.000000,48.509998,46.230000,48.000000,48.000000,2681600
2020-03-09,46.500000,46.500000,44.369999,44.770000,44.770000,3538200
2020-03-10,45.500000,48.139999,45.000000,47.000000,47.000000,3194800
2020-03-11,46.000000,47.150002,42.990002,45.270000,45.270000,3100200
2020-03-12,40.500000,44.480000,40.500000,43.840000,43.840000,2548100
2020-03-13,46.000000,48.189999,43.020000,48.189999,48.189999,3131200
2020-03-16,43.000000,47.099998,42.790001,43.549999,43.549999,2904100
2020-03-17,44.099998,48.500000,43.580002,46.820000,46.820000,3484800
2020-03-18,44.349998,46.549999,42.209999,43.889999,43.889999,4845900
2020-03-19,42.980000,44.970001,41.230000,41.680000,41.680000,2639900
2020-03-20,43.570000,43.849998,40.810001,41.000000,41.000000,1079400
